event_id,timestamp,receipt_id,sku,event_type,surface,metadata
INT-0005607,2026-02-16T17:36:45,RCPT-20260216-00532,P-0056,view,checkout_upsell,synthetic
INT-0005608,2026-02-16T17:36:45,RCPT-20260216-00532,P-0056,hover,checkout_upsell,synthetic
INT-0005609,2026-02-16T17:36:45,RCPT-20260216-00532,P-0055,view,checkout_upsell,synthetic
INT-0005610,2026-02-16T17:36:45,RCPT-20260216-00532,P-0055,click,checkout_upsell,synthetic
INT-0005611,2026-02-16T21:49:23,RCPT-20260216-00533,P-0027,view,checkout_upsell,synthetic
INT-0005612,2026-02-16T21:49:23,RCPT-20260216-00533,P-0071,view,checkout_upsell,synthetic
INT-0005613,2026-02-16T21:49:23,RCPT-20260216-00533,P-0071,hover,checkout_upsell,synthetic
INT-0005614,2026-02-16T21:49:23,RCPT-20260216-00533,P-0071,click,checkout_upsell,synthetic
INT-0005615,2026-02-16T21:49:23,RCPT-20260216-00533,P-0041,view,checkout_upsell,synthetic
INT-0005616,2026-02-16T21:49:23,RCPT-20260216-00533,P-0041,hover,checkout_upsell,synthetic
INT-0005617,2026-02-16T21:49:23,RCPT-20260216-00533,P-0032,view,checkout_upsell,synthetic
INT-0005618,2026-02-16T21:49:23,RCPT-20260216-00533,P-0032,hover,checkout_upsell,synthetic
INT-0005619,2026-02-16T21:49:23,RCPT-20260216-00533,P-0062,view,checkout_upsell,synthetic
INT-0005620,2026-02-16T21:49:23,RCPT-20260216-00533,P-0062,hover,checkout_upsell,synthetic
INT-0005621,2026-02-16T21:49:23,RCPT-20260216-00533,P-0052,view,checkout_upsell,synthetic
INT-0005622,2026-02-16T18:33:25,RCPT-20260216-00534,P-0008,view,checkout_upsell,synthetic
INT-0005623,2026-02-16T18:33:25,RCPT-20260216-00534,P-0008,hover,checkout_upsell,synthetic
INT-0005624,2026-02-16T18:33:25,RCPT-20260216-00534,P-0010,view,checkout_upsell,synthetic
INT-0005625,2026-02-16T18:33:25,RCPT-20260216-00534,P-0010,hover,checkout_upsell,synthetic
INT-0005626,2026-02-16T18:33:25,RCPT-20260216-00534,P-0020,view,checkout_upsell,synthetic
INT-0005627,2026-02-16T18:33:25,RCPT-20260216-00534,P-0020,hover,checkout_upsell,synthetic
INT-0005628,2026-02-16T18:33:25,RCPT-20260216-00534,P-0066,view,checkout_upsell,synthetic
INT-0005629,2026-02-16T18:33:25,RCPT-20260216-00534,P-0017,view,checkout_upsell,synthetic
INT-0005630,2026-02-16T18:33:25,RCPT-20260216-00534,P-0017,hover,checkout_upsell,synthetic
INT-0005631,2026-02-16T18:33:25,RCPT-20260216-00534,P-0017,click,checkout_upsell,synthetic
INT-0005632,2026-02-16T18:33:25,RCPT-20260216-00534,P-0039,view,checkout_upsell,synthetic
INT-0005633,2026-02-16T18:33:25,RCPT-20260216-00534,P-0039,hover,checkout_upsell,synthetic
INT-0005634,2026-02-16T15:45:29,RCPT-20260216-00535,P-0065,view,checkout_upsell,synthetic
INT-0005635,2026-02-16T15:45:29,RCPT-20260216-00535,P-0065,hover,checkout_upsell,synthetic
INT-0005636,2026-02-16T15:45:29,RCPT-20260216-00535,P-0056,view,checkout_upsell,synthetic
INT-0005637,2026-02-16T15:45:29,RCPT-20260216-00535,P-0056,hover,checkout_upsell,synthetic
INT-0005638,2026-02-16T15:45:29,RCPT-20260216-00535,P-0056,click,checkout_upsell,synthetic
INT-0005639,2026-02-16T15:45:29,RCPT-20260216-00535,P-0019,view,checkout_upsell,synthetic
INT-0005640,2026-02-16T15:45:29,RCPT-20260216-00535,P-0019,hover,checkout_upsell,synthetic
INT-0005641,2026-02-16T15:45:29,RCPT-20260216-00535,P-0075,view,checkout_upsell,synthetic
INT-0005642,2026-02-16T15:45:29,RCPT-20260216-00535,P-0047,view,checkout_upsell,synthetic
INT-0005643,2026-02-16T15:45:29,RCPT-20260216-00535,P-0047,hover,checkout_upsell,synthetic
INT-0005644,2026-02-16T15:45:29,RCPT-20260216-00535,P-0044,view,checkout_upsell,synthetic
INT-0005645,2026-02-16T09:07:23,RCPT-20260216-00536,P-0008,view,checkout_upsell,synthetic
INT-0005646,2026-02-16T09:07:23,RCPT-20260216-00536,P-0002,view,checkout_upsell,synthetic
INT-0005647,2026-02-16T09:07:23,RCPT-20260216-00536,P-0041,view,checkout_upsell,synthetic
INT-0005648,2026-02-16T09:07:23,RCPT-20260216-00536,P-0005,view,checkout_upsell,synthetic
INT-0005649,2026-02-16T09:07:23,RCPT-20260216-00536,P-0005,hover,checkout_upsell,synthetic
INT-0005650,2026-02-16T09:07:23,RCPT-20260216-00536,P-0052,view,checkout_upsell,synthetic
INT-0005651,2026-02-16T09:07:23,RCPT-20260216-00536,P-0052,hover,checkout_upsell,synthetic
INT-0005652,2026-02-16T09:07:23,RCPT-20260216-00536,P-0053,view,checkout_upsell,synthetic
INT-0005653,2026-02-16T09:07:23,RCPT-20260216-00536,P-0053,hover,checkout_upsell,synthetic
INT-0005654,2026-02-16T17:26:03,RCPT-20260216-00537,P-0036,view,checkout_upsell,synthetic
INT-0005655,2026-02-16T17:26:03,RCPT-20260216-00537,P-0036,hover,checkout_upsell,synthetic
INT-0005656,2026-02-16T17:26:03,RCPT-20260216-00537,P-0008,view,checkout_upsell,synthetic
INT-0005657,2026-02-16T17:26:03,RCPT-20260216-00537,P-0014,view,checkout_upsell,synthetic
INT-0005658,2026-02-16T17:26:03,RCPT-20260216-00537,P-0014,hover,checkout_upsell,synthetic
INT-0005659,2026-02-16T17:26:03,RCPT-20260216-00537,P-0014,click,checkout_upsell,synthetic
INT-0005660,2026-02-16T17:26:03,RCPT-20260216-00537,P-0042,view,checkout_upsell,synthetic
INT-0005661,2026-02-16T17:26:03,RCPT-20260216-00537,P-0042,hover,checkout_upsell,synthetic
INT-0005662,2026-02-16T17:26:03,RCPT-20260216-00537,P-0018,view,checkout_upsell,synthetic
INT-0005663,2026-02-16T17:26:03,RCPT-20260216-00537,P-0063,view,checkout_upsell,synthetic
INT-0005664,2026-02-16T17:26:03,RCPT-20260216-00537,P-0063,hover,checkout_upsell,synthetic
INT-0005665,2026-02-16T22:21:50,RCPT-20260216-00538,P-0006,view,checkout_upsell,synthetic
INT-0005666,2026-02-16T22:21:50,RCPT-20260216-00538,P-0006,hover,checkout_upsell,synthetic
INT-0005667,2026-02-16T22:21:50,RCPT-20260216-00538,P-0056,view,checkout_upsell,synthetic
INT-0005668,2026-02-16T22:21:50,RCPT-20260216-00538,P-0056,hover,checkout_upsell,synthetic
INT-0005669,2026-02-16T22:21:50,RCPT-20260216-00538,P-0055,view,checkout_upsell,synthetic
INT-0005670,2026-02-16T22:21:50,RCPT-20260216-00538,P-0007,view,checkout_upsell,synthetic
INT-0005671,2026-02-16T22:21:50,RCPT-20260216-00538,P-0007,hover,checkout_upsell,synthetic
INT-0005672,2026-02-16T22:21:50,RCPT-20260216-00538,P-0007,click,checkout_upsell,synthetic
INT-0005673,2026-02-16T22:21:50,RCPT-20260216-00538,P-0076,view,checkout_upsell,synthetic
INT-0005674,2026-02-16T22:21:50,RCPT-20260216-00538,P-0016,view,checkout_upsell,synthetic
INT-0005675,2026-02-16T22:21:50,RCPT-20260216-00538,P-0016,hover,checkout_upsell,synthetic
INT-0005676,2026-02-16T14:14:57,RCPT-20260216-00539,P-0040,view,checkout_upsell,synthetic
INT-0005677,2026-02-16T14:14:57,RCPT-20260216-00539,P-0040,hover,checkout_upsell,synthetic
INT-0005678,2026-02-16T14:14:57,RCPT-20260216-00539,P-0006,view,checkout_upsell,synthetic
INT-0005679,2026-02-16T14:14:57,RCPT-20260216-00539,P-0006,click,checkout_upsell,synthetic
INT-0005680,2026-02-16T14:14:57,RCPT-20260216-00539,P-0059,view,checkout_upsell,synthetic
INT-0005681,2026-02-16T14:14:57,RCPT-20260216-00539,P-0070,view,checkout_upsell,synthetic
INT-0005682,2026-02-16T14:14:57,RCPT-20260216-00539,P-0070,hover,checkout_upsell,synthetic
INT-0005683,2026-02-16T14:14:57,RCPT-20260216-00539,P-0072,view,checkout_upsell,synthetic
INT-0005684,2026-02-16T14:14:57,RCPT-20260216-00539,P-0072,hover,checkout_upsell,synthetic
INT-0005685,2026-02-16T14:14:57,RCPT-20260216-00539,P-0062,view,checkout_upsell,synthetic
INT-0005686,2026-02-16T14:14:57,RCPT-20260216-00539,P-0062,hover,checkout_upsell,synthetic
INT-0005687,2026-02-16T18:35:05,RCPT-20260216-00540,P-0037,view,checkout_upsell,synthetic
INT-0005688,2026-02-16T18:35:05,RCPT-20260216-00540,P-0076,view,checkout_upsell,synthetic
INT-0005689,2026-02-16T18:35:05,RCPT-20260216-00540,P-0076,hover,checkout_upsell,synthetic
INT-0005690,2026-02-16T18:35:05,RCPT-20260216-00540,P-0005,view,checkout_upsell,synthetic
INT-0005691,2026-02-16T18:35:05,RCPT-20260216-00540,P-0005,hover,checkout_upsell,synthetic
INT-0005692,2026-02-16T18:35:05,RCPT-20260216-00540,P-0005,click,checkout_upsell,synthetic
INT-0005693,2026-02-16T18:35:05,RCPT-20260216-00540,P-0031,view,checkout_upsell,synthetic
INT-0005694,2026-02-16T18:35:05,RCPT-20260216-00540,P-0031,hover,checkout_upsell,synthetic
INT-0005695,2026-02-16T18:35:05,RCPT-20260216-00540,P-0004,view,checkout_upsell,synthetic
INT-0005696,2026-02-16T18:35:05,RCPT-20260216-00540,P-0004,hover,checkout_upsell,synthetic
INT-0005697,2026-02-16T18:35:05,RCPT-20260216-00540,P-0004,click,checkout_upsell,synthetic
INT-0005698,2026-02-16T18:35:05,RCPT-20260216-00540,P-0022,view,checkout_upsell,synthetic
INT-0005699,2026-02-16T18:35:05,RCPT-20260216-00540,P-0022,click,checkout_upsell,synthetic
INT-0005700,2026-02-16T11:53:45,RCPT-20260216-00541,P-0061,view,checkout_upsell,synthetic
INT-0005701,2026-02-16T11:53:45,RCPT-20260216-00541,P-0061,hover,checkout_upsell,synthetic
INT-0005702,2026-02-16T11:53:45,RCPT-20260216-00541,P-0060,view,checkout_upsell,synthetic
INT-0005703,2026-02-16T11:53:45,RCPT-20260216-00541,P-0060,hover,checkout_upsell,synthetic
INT-0005704,2026-02-16T11:53:45,RCPT-20260216-00541,P-0003,view,checkout_upsell,synthetic
INT-0005705,2026-02-16T11:53:45,RCPT-20260216-00541,P-0073,view,checkout_upsell,synthetic
INT-0005706,2026-02-16T11:53:45,RCPT-20260216-00541,P-0073,hover,checkout_upsell,synthetic
INT-0005707,2026-02-16T11:53:45,RCPT-20260216-00541,P-0073,click,checkout_upsell,synthetic
INT-0005708,2026-02-16T11:53:45,RCPT-20260216-00541,P-0032,view,checkout_upsell,synthetic
INT-0005709,2026-02-16T11:53:45,RCPT-20260216-00541,P-0032,hover,checkout_upsell,synthetic
INT-0005710,2026-02-16T11:53:45,RCPT-20260216-00541,P-0062,view,checkout_upsell,synthetic
INT-0005711,2026-02-16T14:16:05,RCPT-20260216-00542,P-0048,view,checkout_upsell,synthetic
INT-0005712,2026-02-16T14:16:05,RCPT-20260216-00542,P-0048,hover,checkout_upsell,synthetic
INT-0005713,2026-02-16T14:16:05,RCPT-20260216-00542,P-0069,view,checkout_upsell,synthetic
INT-0005714,2026-02-16T14:16:05,RCPT-20260216-00542,P-0037,view,checkout_upsell,synthetic
INT-0005715,2026-02-16T14:16:05,RCPT-20260216-00542,P-0054,view,checkout_upsell,synthetic
INT-0005716,2026-02-16T14:16:05,RCPT-20260216-00542,P-0054,hover,checkout_upsell,synthetic
INT-0005717,2026-02-16T14:16:05,RCPT-20260216-00542,P-0042,view,checkout_upsell,synthetic
INT-0005718,2026-02-16T14:16:05,RCPT-20260216-00542,P-0042,hover,checkout_upsell,synthetic
INT-0005719,2026-02-16T14:16:05,RCPT-20260216-00542,P-0076,view,checkout_upsell,synthetic
INT-0005720,2026-02-16T14:16:05,RCPT-20260216-00542,P-0076,hover,checkout_upsell,synthetic
INT-0005721,2026-02-17T09:20:09,RCPT-20260217-00543,P-0061,view,checkout_upsell,synthetic
INT-0005722,2026-02-17T09:20:09,RCPT-20260217-00543,P-0036,view,checkout_upsell,synthetic
INT-0005723,2026-02-17T09:20:09,RCPT-20260217-00543,P-0036,hover,checkout_upsell,synthetic
INT-0005724,2026-02-17T09:20:09,RCPT-20260217-00543,P-0036,click,checkout_upsell,synthetic
INT-0005725,2026-02-17T09:20:09,RCPT-20260217-00543,P-0015,view,checkout_upsell,synthetic
INT-0005726,2026-02-17T09:20:09,RCPT-20260217-00543,P-0020,view,checkout_upsell,synthetic
INT-0005727,2026-02-17T09:20:09,RCPT-20260217-00543,P-0058,view,checkout_upsell,synthetic
INT-0005728,2026-02-17T09:20:09,RCPT-20260217-00543,P-0024,view,checkout_upsell,synthetic
INT-0005729,2026-02-17T09:20:09,RCPT-20260217-00543,P-0024,hover,checkout_upsell,synthetic
INT-0005730,2026-02-17T08:20:29,RCPT-20260217-00544,P-0034,view,checkout_upsell,synthetic
INT-0005731,2026-02-17T08:20:29,RCPT-20260217-00544,P-0034,hover,checkout_upsell,synthetic
INT-0005732,2026-02-17T08:20:29,RCPT-20260217-00544,P-0015,view,checkout_upsell,synthetic
INT-0005733,2026-02-17T08:20:29,RCPT-20260217-00544,P-0015,hover,checkout_upsell,synthetic
INT-0005734,2026-02-17T08:20:29,RCPT-20260217-00544,P-0068,view,checkout_upsell,synthetic
INT-0005735,2026-02-17T08:20:29,RCPT-20260217-00544,P-0068,hover,checkout_upsell,synthetic
INT-0005736,2026-02-17T08:20:29,RCPT-20260217-00544,P-0035,view,checkout_upsell,synthetic
INT-0005737,2026-02-17T08:20:29,RCPT-20260217-00544,P-0070,view,checkout_upsell,synthetic
INT-0005738,2026-02-17T08:20:29,RCPT-20260217-00544,P-0007,view,checkout_upsell,synthetic
INT-0005739,2026-02-17T08:20:29,RCPT-20260217-00544,P-0007,hover,checkout_upsell,synthetic
INT-0005740,2026-02-17T08:20:29,RCPT-20260217-00544,P-0007,click,checkout_upsell,synthetic
INT-0005741,2026-02-17T16:41:50,RCPT-20260217-00545,P-0025,view,checkout_upsell,synthetic
INT-0005742,2026-02-17T16:41:50,RCPT-20260217-00545,P-0025,hover,checkout_upsell,synthetic
INT-0005743,2026-02-17T16:41:50,RCPT-20260217-00545,P-0060,view,checkout_upsell,synthetic
INT-0005744,2026-02-17T16:41:50,RCPT-20260217-00545,P-0060,hover,checkout_upsell,synthetic
INT-0005745,2026-02-17T16:41:50,RCPT-20260217-00545,P-0059,view,checkout_upsell,synthetic
INT-0005746,2026-02-17T16:41:50,RCPT-20260217-00545,P-0059,hover,checkout_upsell,synthetic
INT-0005747,2026-02-17T16:41:50,RCPT-20260217-00545,P-0054,view,checkout_upsell,synthetic
INT-0005748,2026-02-17T16:41:50,RCPT-20260217-00545,P-0054,hover,checkout_upsell,synthetic
INT-0005749,2026-02-17T16:41:50,RCPT-20260217-00545,P-0046,view,checkout_upsell,synthetic
INT-0005750,2026-02-17T16:41:50,RCPT-20260217-00545,P-0046,hover,checkout_upsell,synthetic
INT-0005751,2026-02-17T16:41:50,RCPT-20260217-00545,P-0027,view,checkout_upsell,synthetic
INT-0005752,2026-02-17T16:10:50,RCPT-20260217-00546,P-0054,view,checkout_upsell,synthetic
INT-0005753,2026-02-17T16:10:50,RCPT-20260217-00546,P-0054,hover,checkout_upsell,synthetic
INT-0005754,2026-02-17T16:10:50,RCPT-20260217-00546,P-0010,view,checkout_upsell,synthetic
INT-0005755,2026-02-17T16:10:50,RCPT-20260217-00546,P-0005,view,checkout_upsell,synthetic
INT-0005756,2026-02-17T16:10:50,RCPT-20260217-00546,P-0005,hover,checkout_upsell,synthetic
INT-0005757,2026-02-17T16:10:50,RCPT-20260217-00546,P-0045,view,checkout_upsell,synthetic
INT-0005758,2026-02-17T16:10:50,RCPT-20260217-00546,P-0049,view,checkout_upsell,synthetic
INT-0005759,2026-02-17T16:10:50,RCPT-20260217-00546,P-0049,hover,checkout_upsell,synthetic
INT-0005760,2026-02-17T16:10:50,RCPT-20260217-00546,P-0062,view,checkout_upsell,synthetic
INT-0005761,2026-02-17T16:10:50,RCPT-20260217-00546,P-0062,hover,checkout_upsell,synthetic
INT-0005762,2026-02-17T22:58:30,RCPT-20260217-00547,P-0025,view,checkout_upsell,synthetic
INT-0005763,2026-02-17T22:58:30,RCPT-20260217-00547,P-0025,hover,checkout_upsell,synthetic
INT-0005764,2026-02-17T22:58:30,RCPT-20260217-00547,P-0060,view,checkout_upsell,synthetic
INT-0005765,2026-02-17T22:58:30,RCPT-20260217-00547,P-0060,hover,checkout_upsell,synthetic
INT-0005766,2026-02-17T22:58:30,RCPT-20260217-00547,P-0066,view,checkout_upsell,synthetic
INT-0005767,2026-02-17T22:58:30,RCPT-20260217-00547,P-0066,hover,checkout_upsell,synthetic
INT-0005768,2026-02-17T22:58:30,RCPT-20260217-00547,P-0064,view,checkout_upsell,synthetic
INT-0005769,2026-02-17T22:58:30,RCPT-20260217-00547,P-0064,hover,checkout_upsell,synthetic
INT-0005770,2026-02-17T22:58:30,RCPT-20260217-00547,P-0049,view,checkout_upsell,synthetic
INT-0005771,2026-02-17T22:58:30,RCPT-20260217-00547,P-0049,hover,checkout_upsell,synthetic
INT-0005772,2026-02-17T22:58:30,RCPT-20260217-00547,P-0039,view,checkout_upsell,synthetic
INT-0005773,2026-02-17T22:58:30,RCPT-20260217-00547,P-0039,hover,checkout_upsell,synthetic
INT-0005774,2026-02-17T12:05:25,RCPT-20260217-00548,P-0021,view,checkout_upsell,synthetic
INT-0005775,2026-02-17T12:05:25,RCPT-20260217-00548,P-0021,hover,checkout_upsell,synthetic
INT-0005776,2026-02-17T12:05:25,RCPT-20260217-00548,P-0054,view,checkout_upsell,synthetic
INT-0005777,2026-02-17T12:05:25,RCPT-20260217-00548,P-0027,view,checkout_upsell,synthetic
INT-0005778,2026-02-17T12:05:25,RCPT-20260217-00548,P-0019,view,checkout_upsell,synthetic
INT-0005779,2026-02-17T12:05:25,RCPT-20260217-00548,P-0019,hover,checkout_upsell,synthetic
INT-0005780,2026-02-17T12:05:25,RCPT-20260217-00548,P-0071,view,checkout_upsell,synthetic
INT-0005781,2026-02-17T12:05:25,RCPT-20260217-00548,P-0071,hover,checkout_upsell,synthetic
INT-0005782,2026-02-17T12:05:25,RCPT-20260217-00548,P-0009,view,checkout_upsell,synthetic
INT-0005783,2026-02-17T12:05:25,RCPT-20260217-00548,P-0009,hover,checkout_upsell,synthetic
INT-0005784,2026-02-17T13:13:29,RCPT-20260217-00549,P-0029,view,checkout_upsell,synthetic
INT-0005785,2026-02-17T13:13:29,RCPT-20260217-00549,P-0066,view,checkout_upsell,synthetic
INT-0005786,2026-02-17T13:13:29,RCPT-20260217-00549,P-0066,hover,checkout_upsell,synthetic
INT-0005787,2026-02-17T13:13:29,RCPT-20260217-00549,P-0045,view,checkout_upsell,synthetic
INT-0005788,2026-02-17T13:13:29,RCPT-20260217-00549,P-0045,hover,checkout_upsell,synthetic
INT-0005789,2026-02-17T13:13:29,RCPT-20260217-00549,P-0045,click,checkout_upsell,synthetic
INT-0005790,2026-02-17T13:13:29,RCPT-20260217-00549,P-0049,view,checkout_upsell,synthetic
INT-0005791,2026-02-17T13:13:29,RCPT-20260217-00549,P-0062,view,checkout_upsell,synthetic
INT-0005792,2026-02-17T13:13:29,RCPT-20260217-00549,P-0063,view,checkout_upsell,synthetic
INT-0005793,2026-02-17T16:05:50,RCPT-20260217-00550,P-0061,view,checkout_upsell,synthetic
INT-0005794,2026-02-17T16:05:50,RCPT-20260217-00550,P-0061,hover,checkout_upsell,synthetic
INT-0005795,2026-02-17T16:05:50,RCPT-20260217-00550,P-0069,view,checkout_upsell,synthetic
INT-0005796,2026-02-17T16:05:50,RCPT-20260217-00550,P-0069,hover,checkout_upsell,synthetic
INT-0005797,2026-02-17T16:05:50,RCPT-20260217-00550,P-0068,view,checkout_upsell,synthetic
INT-0005798,2026-02-17T16:05:50,RCPT-20260217-00550,P-0068,hover,checkout_upsell,synthetic
INT-0005799,2026-02-17T16:05:50,RCPT-20260217-00550,P-0001,view,checkout_upsell,synthetic
INT-0005800,2026-02-17T16:05:50,RCPT-20260217-00550,P-0001,click,checkout_upsell,synthetic
INT-0005801,2026-02-17T16:05:50,RCPT-20260217-00550,P-0041,view,checkout_upsell,synthetic
INT-0005802,2026-02-17T16:05:50,RCPT-20260217-00550,P-0041,hover,checkout_upsell,synthetic
INT-0005803,2026-02-17T16:05:50,RCPT-20260217-00550,P-0072,view,checkout_upsell,synthetic
INT-0005804,2026-02-17T16:05:50,RCPT-20260217-00550,P-0072,hover,checkout_upsell,synthetic
INT-0005805,2026-02-17T08:14:47,RCPT-20260217-00551,P-0065,view,checkout_upsell,synthetic
INT-0005806,2026-02-17T08:14:47,RCPT-20260217-00551,P-0065,hover,checkout_upsell,synthetic
INT-0005807,2026-02-17T08:14:47,RCPT-20260217-00551,P-0065,click,checkout_upsell,synthetic
INT-0005808,2026-02-17T08:14:47,RCPT-20260217-00551,P-0036,view,checkout_upsell,synthetic
INT-0005809,2026-02-17T08:14:47,RCPT-20260217-00551,P-0060,view,checkout_upsell,synthetic
INT-0005810,2026-02-17T08:14:47,RCPT-20260217-00551,P-0060,click,checkout_upsell,synthetic
INT-0005811,2026-02-17T08:14:47,RCPT-20260217-00551,P-0001,view,checkout_upsell,synthetic
INT-0005812,2026-02-17T08:14:47,RCPT-20260217-00551,P-0014,view,checkout_upsell,synthetic
INT-0005813,2026-02-17T08:14:47,RCPT-20260217-00551,P-0014,hover,checkout_upsell,synthetic
INT-0005814,2026-02-17T08:14:47,RCPT-20260217-00551,P-0042,view,checkout_upsell,synthetic
INT-0005815,2026-02-17T08:17:31,RCPT-20260217-00552,P-0036,view,checkout_upsell,synthetic
INT-0005816,2026-02-17T08:17:31,RCPT-20260217-00552,P-0036,hover,checkout_upsell,synthetic
INT-0005817,2026-02-17T08:17:31,RCPT-20260217-00552,P-0011,view,checkout_upsell,synthetic
INT-0005818,2026-02-17T08:17:31,RCPT-20260217-00552,P-0002,view,checkout_upsell,synthetic
INT-0005819,2026-02-17T08:17:31,RCPT-20260217-00552,P-0002,hover,checkout_upsell,synthetic
INT-0005820,2026-02-17T08:17:31,RCPT-20260217-00552,P-0066,view,checkout_upsell,synthetic
INT-0005821,2026-02-17T08:17:31,RCPT-20260217-00552,P-0066,hover,checkout_upsell,synthetic
INT-0005822,2026-02-17T08:17:31,RCPT-20260217-00552,P-0026,view,checkout_upsell,synthetic
INT-0005823,2026-02-17T08:17:31,RCPT-20260217-00552,P-0026,hover,checkout_upsell,synthetic
INT-0005824,2026-02-17T08:17:31,RCPT-20260217-00552,P-0022,view,checkout_upsell,synthetic
INT-0005825,2026-02-17T08:17:31,RCPT-20260217-00552,P-0022,hover,checkout_upsell,synthetic
INT-0005826,2026-02-17T08:17:31,RCPT-20260217-00552,P-0022,click,checkout_upsell,synthetic
INT-0005827,2026-02-17T09:37:08,RCPT-20260217-00553,P-0069,view,checkout_upsell,synthetic
INT-0005828,2026-02-17T09:37:08,RCPT-20260217-00553,P-0069,click,checkout_upsell,synthetic
INT-0005829,2026-02-17T09:37:08,RCPT-20260217-00553,P-0050,view,checkout_upsell,synthetic
INT-0005830,2026-02-17T09:37:08,RCPT-20260217-00553,P-0050,hover,checkout_upsell,synthetic
INT-0005831,2026-02-17T09:37:08,RCPT-20260217-00553,P-0015,view,checkout_upsell,synthetic
INT-0005832,2026-02-17T09:37:08,RCPT-20260217-00553,P-0015,hover,checkout_upsell,synthetic
INT-0005833,2026-02-17T09:37:08,RCPT-20260217-00553,P-0001,view,checkout_upsell,synthetic
INT-0005834,2026-02-17T09:37:08,RCPT-20260217-00553,P-0001,hover,checkout_upsell,synthetic
INT-0005835,2026-02-17T09:37:08,RCPT-20260217-00553,P-0041,view,checkout_upsell,synthetic
INT-0005836,2026-02-17T09:37:08,RCPT-20260217-00553,P-0032,view,checkout_upsell,synthetic
INT-0005837,2026-02-17T09:37:08,RCPT-20260217-00553,P-0032,hover,checkout_upsell,synthetic
INT-0005838,2026-02-17T18:43:41,RCPT-20260217-00554,P-0074,view,checkout_upsell,synthetic
